seqnames	start	end	width	strand	siteCount	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	state
chr18	56941001	56947800	6800	*	1	Intron (ENST00000589935.1/23335, intron 1 of 1)	18	56935844	57020822	84979	1	23335	ENST00000591449.1	5157	ENSG00000091157	WDR7	WD repeat domain 7	16_ReprPC
chr18	58999201	59004200	5000	*	1	Promoter (2-3kb)	18	58996734	59069338	72605	1	390858	ENST00000417918.1	2467	NA	OACYLP	O-acyltransferase like, pseudogene	16_ReprPC
chr18	63415601	63417800	2200	*	2	Exon (ENST00000589763.1/ENST00000589763.1, exon 1 of 1)	18	63407376	63422390	15015	2	9525	ENST00000591519.1	4590	ENSG00000119541	VPS4B	vacuolar protein sorting 4 homolog B	16_ReprPC
chr18	63418601	63421000	2400	*	1	Promoter (1-2kb)	18	63407376	63422390	15015	2	9525	ENST00000591519.1	1390	ENSG00000119541	VPS4B	vacuolar protein sorting 4 homolog B	16_ReprPC
chr18	67065601	67072200	6600	*	2	Distal Intergenic	18	67081584	67081686	103	1	100847002	ENST00000578054.1	-9384	ENSG00000263354	MIR5011	microRNA 5011	16_ReprPC
chr18	70531801	70538200	6400	*	1	Exon (ENST00000670401.1/ENST00000670401.1, exon 2 of 2)	18	70630534	70650744	20211	2	220158	ENST00000582578.2	112544	NA	GTSCR1	Gilles de la Tourette syndrome chromosome region, candidate 1	16_ReprPC
chr18	74955401	74970000	14600	*	1	Intron (ENST00000299687.10/55628, intron 8 of 8)	18	74877205	74898443	21239	1	55628	ENST00000581829.2	78196	ENSG00000215421	ZNF407	zinc finger protein 407	16_ReprPC
chr18	77397001	77400000	3000	*	1	Distal Intergenic	18	77421619	77561044	139426	1	107985172	ENST00000583629.2	-21619	NA	LOC107985172	uncharacterized LOC107985172	16_ReprPC
chr19	496401	501000	4600	*	1	Promoter (<=1kb)	19	496454	505340	8887	1	8174	ENST00000346144.8	0	ENSG00000099866	MADCAM1	mucosal vascular addressin cell adhesion molecule 1	16_ReprPC
chr19	709801	712000	2200	*	1	Promoter (<=1kb)	19	709131	736139	27009	1	5064	ENST00000589012.5	670	ENSG00000099864	PALM	paralemmin	16_ReprPC
chr19	720001	721400	1400	*	2	Promoter (<=1kb)	19	719100	726173	7074	1	5064	ENST00000586055.2	901	ENSG00000099864	PALM	paralemmin	16_ReprPC
chr19	1466201	1467000	800	*	1	Exon (ENST00000590469.6/10297, exon 15 of 15)	19	1474479	1478897	4419	2	148223	ENST00000590621.1	11897	ENSG00000119559	C19orf25	chromosome 19 open reading frame 25	16_ReprPC
chr19	5565001	5568800	3800	*	1	Promoter (<=1kb)	19	5558167	5568034	9868	2	257000	ENST00000448587.5	0	ENSG00000223573	TINCR	TINCR ubiquitin domain containing	16_ReprPC
chr19	5798201	5803400	5200	*	1	Promoter (1-2kb)	19	5805067	5828324	23258	1	4902	ENST00000303212.3	-1667	ENSG00000171119	NRTN	neurturin	16_ReprPC
chr19	6458001	6459400	1400	*	1	Promoter (<=1kb)	19	6443562	6459735	16174	2	79085	ENST00000334510.9	335	ENSG00000125648	SLC25A23	solute carrier family 25 member 23	16_ReprPC
chr19	6502801	6504000	1200	*	1	Promoter (<=1kb)	19	6496131	6502844	6714	2	10382	ENST00000597686.5	0	ENSG00000104833	TUBB4A	tubulin beta 4A class IVa	16_ReprPC
chr19	7927601	7928200	600	*	2	Promoter (1-2kb)	19	7924491	7926135	1645	2	404217	ENST00000318978.6	-1466	ENSG00000178531	CTXN1	cortexin 1	16_ReprPC
chr19	8396401	8399800	3400	*	1	Intron (ENST00000600719.5/9230, intron 1 of 3)	19	8374379	8390685	16307	2	100507567	ENST00000593581.5	-5716	ENSG00000269386	RAB11B-AS1	RAB11B antisense RNA 1	16_ReprPC
chr19	10697401	10699000	1600	*	2	Promoter (2-3kb)	19	10701430	10713345	11916	1	81890	ENST00000589488.5	-2430	ENSG00000213339	QTRT1	queuine tRNA-ribosyltransferase catalytic subunit 1	16_ReprPC
chr19	15119401	15123800	4400	*	1	Promoter (<=1kb)	19	15114984	15124034	9051	2	10994	ENST00000533086.5	234	ENSG00000105135	ILVBL	ilvB acetolactate synthase like	16_ReprPC
chr19	16869401	16870600	1200	*	1	Promoter (<=1kb)	19	16869882	16872666	2785	1	23309	ENST00000595900.1	0	ENSG00000127511	SIN3B	SIN3 transcription regulator family member B	16_ReprPC
chr19	18979801	18980800	1000	*	1	Distal Intergenic	19	18990893	18991618	726	2	10147	ENST00000597095.5	10818	ENSG00000064607	SUGP2	SURP and G-patch domain containing 2	16_ReprPC
chr19	22805001	22806400	1400	*	2	Distal Intergenic	19	22752183	22784151	31969	2	7652	ENST00000596209.4	-20850	ENSG00000213973	ZNF99	zinc finger protein 99	16_ReprPC
chr19	29282201	29287000	4800	*	1	Intron (ENST00000657623.1/ENST00000657623.1, intron 1 of 2)	19	29213283	29216604	3322	1	105372352	ENST00000590607.2	68918	ENSG00000267498	UQCRFS1-DT	UQCRFS1 divergent transcript	16_ReprPC
chr19	30863201	30868200	5000	*	1	Intron (ENST00000585364.1/ENST00000585364.1, intron 1 of 1)	19	30907199	30909155	1957	1	107985280	ENST00000567374.1	-38999	ENSG00000261316	LINC01834	long intergenic non-protein coding RNA 1834	16_ReprPC
chr19	34396801	34401200	4400	*	1	Promoter (<=1kb)	19	34400347	34409236	8890	1	84306	ENST00000606020.1	0	ENSG00000126249	PDCD2L	programmed cell death 2 like	16_ReprPC
chr19	38742001	38746800	4800	*	1	Promoter (<=1kb)	19	38730192	38744474	14283	2	147968	ENST00000328867.9	0	ENSG00000182472	CAPN12	calpain 12	16_ReprPC
chr19	39752601	39755400	2800	*	1	Distal Intergenic	19	39731255	39738029	6775	2	1178	ENST00000221804.5	-14572	ENSG00000105205	CLC	Charcot-Leyden crystal galectin	16_ReprPC
chr19	39755601	39756800	1200	*	1	Distal Intergenic	19	39731255	39738029	6775	2	1178	ENST00000221804.5	-17572	ENSG00000105205	CLC	Charcot-Leyden crystal galectin	16_ReprPC
chr19	42439201	42442600	3400	*	1	Promoter (<=1kb)	19	42428533	42442852	14320	2	284340	ENST00000341918.4	252	ENSG00000189377	CXCL17	C-X-C motif chemokine ligand 17	16_ReprPC
chr19	42502801	42506800	4000	*	1	Intron (ENST00000594624.6/100996307, intron 2 of 2)	19	42509104	42511084	1981	2	634	ENST00000465051.1	4284	ENSG00000079385	CEACAM1	CEA cell adhesion molecule 1	16_ReprPC
chr19	45281001	45281200	200	*	3	Promoter (<=1kb)	19	45280145	45287664	7520	1	57787	ENST00000590897.1	856	ENSG00000007047	MARK4	microtubule affinity regulating kinase 4	16_ReprPC
chr19	45717601	45722000	4400	*	1	Promoter (1-2kb)	19	45712944	45723496	10553	2	23403	ENST00000586899.1	1496	ENSG00000177051	FBXO46	F-box protein 46	16_ReprPC
chr19	45818201	45820200	2000	*	1	Promoter (<=1kb)	19	45815896	45818013	2118	2	8189	ENST00000596824.1	-188	ENSG00000125755	SYMPK	symplekin scaffold protein	16_ReprPC
chr19	45825401	45828000	2600	*	2	Promoter (1-2kb)	19	45815410	45824161	8752	2	8189	ENST00000598155.5	-1240	ENSG00000125755	SYMPK	symplekin scaffold protein	16_ReprPC
chr19	46032401	46033200	800	*	2	Downstream (<1kb)	19	46027869	46028489	621	1	105372421	ENST00000601033.1	4532	NA	LOC105372421	uncharacterized LOC105372421	16_ReprPC
chr19	46908401	46919600	11200	*	1	Promoter (<=1kb)	19	46918676	47004307	85632	1	2909	ENST00000614079.1	0	ENSG00000160007	ARHGAP35	Rho GTPase activating protein 35	16_ReprPC
chr19	46998001	46998800	800	*	1	Promoter (<=1kb)	19	46999085	46999815	731	1	2909	ENST00000598548.1	-285	ENSG00000160007	ARHGAP35	Rho GTPase activating protein 35	16_ReprPC
chr19	46999001	47001400	2400	*	1	Promoter (<=1kb)	19	46999085	46999815	731	1	2909	ENST00000598548.1	0	ENSG00000160007	ARHGAP35	Rho GTPase activating protein 35	16_ReprPC
chr19	47138401	47141400	3000	*	2	Promoter (2-3kb)	19	47143494	47210623	67130	1	10055	ENST00000659110.1	-2094	ENSG00000142230	SAE1	SUMO1 activating enzyme subunit 1	16_ReprPC
chr19	47917401	47922000	4600	*	1	Distal Intergenic	19	47870467	47886315	15849	2	6822	ENST00000222002.4	-31086	ENSG00000105398	SULT2A1	sulfotransferase family 2A member 1	16_ReprPC
chr19	51143201	51145800	2600	*	1	Promoter (<=1kb)	19	51142370	51153245	10876	1	27036	ENST00000600577.1	831	ENSG00000168995	SIGLEC7	sialic acid binding Ig like lectin 7	16_ReprPC
chr19	51811401	51816200	4800	*	1	Promoter (1-2kb)	19	51817684	51825808	8125	1	2359	ENST00000595991.1	-1484	ENSG00000187474	FPR3	formyl peptide receptor 3	16_ReprPC
chr19	54464601	54468000	3400	*	1	Promoter (<=1kb)	19	54461732	54463778	2047	2	94059	ENST00000611161.2	-823	ENSG00000275183	LENG9	leukocyte receptor cluster member 9	16_ReprPC
chr19	54924001	54929000	5000	*	2	3' UTR	19	54923510	54941750	18241	2	199713	ENST00000328092.9	12750	ENSG00000167634	NLRP7	NLR family pyrin domain containing 7	16_ReprPC
chr19	57616801	57618600	1800	*	2	Promoter (2-3kb)	19	57614256	57620318	6063	1	7693	ENST00000600883.1	2545	ENSG00000213762	ZNF134	zinc finger protein 134	16_ReprPC
chr19	58176201	58178000	1800	*	1	Exon (ENST00000659607.1/ENST00000659607.1, exon 2 of 2)	19	58183029	58213562	30534	1	10782	ENST00000424679.6	-5029	ENSG00000171606	ZNF274	zinc finger protein 274	16_ReprPC
chr19	58545401	58546600	1200	*	2	Promoter (<=1kb)	19	58545167	58545896	730	1	10155	ENST00000597968.1	234	ENSG00000130726	TRIM28	tripartite motif containing 28	16_ReprPC
chr19	58868601	58869400	800	*	1	Distal Intergenic	19	58582596	58601316	18721	1	107987272	ENST00000652551.1	286005	NA	LOC107987272	uncharacterized LOC107987272	16_ReprPC
chr2	41801	49600	7800	*	1	Promoter (<=1kb)	2	38814	46505	7692	2	642273	ENST00000327669.5	0	ENSG00000184731	FAM110C	family with sequence similarity 110 member C	16_ReprPC
chr2	284801	289200	4400	*	2	Promoter (<=1kb)	2	286419	287496	1078	1	101927262	ENST00000450709.1	0	NA	LOC101927262	uncharacterized LOC101927262	16_ReprPC
chr2	466801	470000	3200	*	1	Distal Intergenic	2	490944	492655	1712	2	727944	ENST00000427398.1	22655	ENSG00000223985	LINC01874	long intergenic non-protein coding RNA 1874	16_ReprPC
chr2	3748201	3753800	5600	*	1	Exon (ENST00000399143.9/728597, exon 5 of 11)	2	3725946	3788532	62587	1	728597	ENST00000537457.1	22255	ENSG00000214866	DCDC2C	doublecortin domain containing 2C	16_ReprPC
chr2	5812201	5815600	3400	*	1	Promoter (<=1kb)	2	5810641	5812596	1956	2	105373400	ENST00000450397.1	0	ENSG00000237266	LINC01810	long intergenic non-protein coding RNA 1810	16_ReprPC
chr2	5827801	5841200	13400	*	3	Distal Intergenic	2	5811025	5812670	1646	2	105373400	ENST00000662285.1	-15131	ENSG00000237266	LINC01810	long intergenic non-protein coding RNA 1810	16_ReprPC
chr2	5865401	5866800	1400	*	1	Distal Intergenic	2	5811025	5812670	1646	2	105373400	ENST00000662285.1	-52731	ENSG00000237266	LINC01810	long intergenic non-protein coding RNA 1810	16_ReprPC
chr2	14770401	14778200	7800	*	4	Intron (ENST00000654007.1/ENST00000654007.1, intron 2 of 3)	2	14635496	14649641	14146	1	151354	ENST00000464947.1	134905	ENSG00000162981	LRATD1	LRAT domain containing 1	16_ReprPC
chr2	20208001	20211800	3800	*	1	Intron (ENST00000254351.9/6382, intron 1 of 4)	2	20204002	20223388	19387	2	6382	ENST00000482879.5	11588	ENSG00000115884	SDC1	syndecan 1	16_ReprPC
chr2	20867601	20875400	7800	*	1	Distal Intergenic	2	20859771	20861661	1891	1	101928271	ENST00000447260.1	7830	ENSG00000236436	LINC02850	long intergenic non-protein coding RNA 2850	16_ReprPC
chr2	21265801	21269800	4000	*	6	Intron (ENST00000435237.1/105374320, intron 1 of 5)	2	21221185	21264086	42902	1	105374317	ENST00000457901.1	44616	NA	LOC105374317	uncharacterized LOC105374317	16_ReprPC
chr2	25388801	25391000	2200	*	1	Promoter (<=1kb)	2	25387224	25388640	1417	2	1838	ENST00000498437.1	-161	ENSG00000138101	DTNB	dystrobrevin beta	16_ReprPC
chr2	27191001	27192800	1800	*	1	Distal Intergenic	2	27199587	27203049	3463	2	8884	ENST00000461757.1	10249	ENSG00000138074	SLC5A6	solute carrier family 5 member 6	16_ReprPC
chr2	36581201	36582200	1000	*	1	Promoter (<=1kb)	2	36552258	36581327	29070	2	9637	ENST00000441005.5	0	ENSG00000171055	FEZ2	fasciculation and elongation protein zeta 2	16_ReprPC
chr2	39889801	39893000	3200	*	1	Intron (ENST00000599740.1/100128590, intron 1 of 1)	2	39917560	40043542	125983	1	100128590	ENST00000627210.2	-24560	ENSG00000227028	SLC8A1-AS1	SLC8A1 antisense RNA 1	16_ReprPC
chr2	44990001	45004600	14600	*	1	Exon (ENST00000423051.1/ENST00000423051.1, exon 1 of 1)	2	45005182	45009452	4271	2	10736	ENST00000303077.7	4852	ENSG00000170577	SIX2	SIX homeobox 2	16_ReprPC
chr2	45143001	45155800	12800	*	1	Distal Intergenic	2	45169616	45211673	42058	1	105374576	ENST00000652791.1	-13816	NA	LOC105374576	uncharacterized LOC105374576	16_ReprPC
chr2	45157401	45168600	11200	*	5	Promoter (1-2kb)	2	45169616	45211673	42058	1	105374576	ENST00000652791.1	-1016	NA	LOC105374576	uncharacterized LOC105374576	16_ReprPC
chr2	45170801	45179400	8600	*	3	Promoter (<=1kb)	2	45174340	45175211	872	2	400952	ENST00000413669.2	0	ENSG00000205054	LINC01121	long intergenic non-protein coding RNA 1121	16_ReprPC
chr2	50571201	50577000	5800	*	2	Intron (ENST00000401669.7/9378, intron 8 of 22)	2	50548183	50552648	4466	2	9378	ENST00000637459.1	-18553	ENSG00000179915	NRXN1	neurexin 1	16_ReprPC
chr2	56146801	56154800	8000	*	3	Promoter (<=1kb)	2	56147630	56386171	238542	1	114800	ENST00000607540.1	0	ENSG00000055813	CCDC85A	coiled-coil domain containing 85A	16_ReprPC
chr2	63275601	63277000	1400	*	2	Intron (ENST00000272321.12/51057, intron 13 of 17)	2	63377849	63382074	4226	2	51057	ENST00000462652.1	105074	ENSG00000143951	WDPCP	WD repeat containing planar cell polarity effector	16_ReprPC
chr2	68871401	68875600	4200	*	1	Promoter (<=1kb)	2	68860909	68871397	10489	2	27302	ENST00000295379.2	-4	ENSG00000163217	BMP10	bone morphogenetic protein 10	16_ReprPC
chr2	71124601	71127400	2800	*	1	Promoter (<=1kb)	2	71109684	71124451	14768	2	84693	ENST00000413592.5	-150	ENSG00000124370	MCEE	methylmalonyl-CoA epimerase	16_ReprPC
chr2	71132801	71133800	1000	*	1	Promoter (2-3kb)	2	71130634	71150101	19468	1	10199	ENST00000244230.7	2167	ENSG00000124383	MPHOSPH10	M-phase phosphoprotein 10	16_ReprPC
chr2	72372401	72375400	3000	*	2	Intron (ENST00000272427.11/23233, intron 19 of 21)	2	72179015	72354278	175264	2	23233	ENST00000490919.5	-18123	ENSG00000144036	EXOC6B	exocyst complex component 6B	16_ReprPC
chr2	80527601	80534600	7000	*	1	Intron (ENST00000466387.5/1496, intron 13 of 21)	2	80589339	80608489	19151	1	1496	ENST00000467892.1	-54739	ENSG00000066032	CTNNA2	catenin alpha 2	16_ReprPC
chr2	85999601	86001000	1400	*	1	Distal Intergenic	2	86027966	86028799	834	2	25885	ENST00000471427.1	27799	ENSG00000068654	POLR1A	RNA polymerase I subunit A	16_ReprPC
chr2	88847801	88851200	3400	*	1	Intron (ENST00000624935.3/105374855, intron 1 of 2)	2	88811186	88861563	50378	2	105374855	ENST00000624935.3	10363	NA	MALLP2	MALL pseudogene 2	16_ReprPC
chr2	102950201	102953600	3400	*	2	Intron (ENST00000640575.2/130827, intron 4 of 5)	2	102967408	102984429	17022	2	105373519	ENST00000431897.1	30829	ENSG00000224095	LINC01935	long intergenic non-protein coding RNA 1935	16_ReprPC
chr2	105479001	105488400	9400	*	1	Distal Intergenic	2	105385897	105438513	52617	2	2274	ENST00000607522.1	-40488	ENSG00000115641	FHL2	four and a half LIM domains 2	16_ReprPC
chr2	106682601	106685000	2400	*	2	Distal Intergenic	2	106543014	106544297	1284	1	927	ENST00000451464.1	139587	ENSG00000254126	CD8B2	CD8b2 molecule	16_ReprPC
chr2	107498801	107504800	6000	*	2	Intron (ENST00000414300.2/105373538, intron 2 of 5)	2	107529292	107556499	27208	1	105373537	ENST00000660653.1	-24492	ENSG00000224568	LINC01886	long intergenic non-protein coding RNA 1886	16_ReprPC
chr2	108601401	108605000	3600	*	2	Promoter (2-3kb)	2	108607161	108684448	77288	1	3987	ENST00000410093.5	-2161	ENSG00000169756	LIMS1	LIM zinc finger domain containing 1	16_ReprPC
chr2	110871201	110876800	5600	*	4	Intron (ENST00000676595.1/55289, intron 10 of 18)	2	110805319	110995909	190591	1	55289	ENST00000433706.5	65882	ENSG00000153093	ACOXL	acyl-CoA oxidase like	16_ReprPC
chr2	112898201	112901400	3200	*	1	Distal Intergenic	2	112911165	112918882	7718	1	27178	ENST00000263326.8	-9765	ENSG00000125571	IL37	interleukin 37	16_ReprPC
chr2	112938001	112942000	4000	*	1	Distal Intergenic	2	112915193	112918882	3690	1	27178	ENST00000311328.2	22808	ENSG00000125571	IL37	interleukin 37	16_ReprPC
chr2	114047801	114050000	2200	*	1	Distal Intergenic	2	113979909	113983258	3350	1	440900	ENST00000420161.1	67892	ENSG00000234199	LINC01191	long intergenic non-protein coding RNA 1191	16_ReprPC
chr2	115916801	115922000	5200	*	4	Intron (ENST00000668438.1/ENST00000668438.1, intron 1 of 2)	2	115814663	115836682	22020	1	57628	ENST00000473362.1	102138	ENSG00000175497	DPP10	dipeptidyl peptidase like 10	16_ReprPC
chr2	119574801	119599600	24800	*	2	Promoter (<=1kb)	2	119586692	119601445	14754	1	200373	ENST00000475569.2	0	ENSG00000163075	CFAP221	cilia and flagella associated protein 221	16_ReprPC
chr2	119600601	119604800	4200	*	2	Promoter (<=1kb)	2	119602663	119627752	25090	1	200373	ENST00000597189.1	0	ENSG00000163075	CFAP221	cilia and flagella associated protein 221	16_ReprPC
chr2	119605801	119613000	7200	*	1	Promoter (<=1kb)	2	119611661	119625802	14142	1	200373	ENST00000599827.1	0	ENSG00000163075	CFAP221	cilia and flagella associated protein 221	16_ReprPC
chr2	119613801	119624600	10800	*	2	Promoter (<=1kb)	2	119615624	119662251	46628	1	200373	ENST00000443972.5	0	ENSG00000163075	CFAP221	cilia and flagella associated protein 221	16_ReprPC
chr2	121196001	121203000	7000	*	1	Distal Intergenic	2	121224164	121234274	10111	2	29842	ENST00000464621.1	31274	ENSG00000115112	TFCP2L1	transcription factor CP2 like 1	16_ReprPC
chr2	127781001	127782800	1800	*	1	Intron (ENST00000322313.9/55339, intron 1 of 21)	2	127768212	127810953	42742	2	55339	ENST00000408998.1	28153	ENSG00000136709	WDR33	WD repeat domain 33	16_ReprPC
chr2	133422801	133432400	9600	*	1	Exon (ENST00000416437.1/ENST00000416437.1, exon 2 of 2)	2	133121969	133517513	395545	2	344148	ENST00000427594.5	85113	ENSG00000176771	NCKAP5	NCK associated protein 5	16_ReprPC
chr2	134022001	134025000	3000	*	2	Distal Intergenic	2	134119983	134254606	134624	1	4249	ENST00000481801.5	-94983	ENSG00000152127	MGAT5	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase	16_ReprPC
chr2	151343601	151345800	2200	*	1	Distal Intergenic	2	151357592	151380046	22455	1	7130	ENST00000243347.5	-11792	ENSG00000123610	TNFAIP6	TNF alpha induced protein 6	16_ReprPC
chr2	155552201	155557400	5200	*	1	Exon (ENST00000662301.1/107985953, exon 4 of 4)	2	155547319	155660999	113681	1	107985953	ENST00000665578.1	4882	ENSG00000286679	LOC107985953	uncharacterized LOC107985953	16_ReprPC
chr2	162281001	162283400	2400	*	1	Exon (ENST00000649979.2/64135, exon 6 of 16)	2	162267248	162268137	890	2	64135	ENST00000649426.1	-12864	ENSG00000115267	IFIH1	interferon induced with helicase C domain 1	16_ReprPC
chr2	163694401	163696800	2400	*	3	Intron (ENST00000409634.5/55137, intron 2 of 2)	2	163611354	163735984	124631	2	55137	ENST00000482917.1	39184	ENSG00000182263	FIGN	fidgetin, microtubule severing factor	16_ReprPC
chr2	164590001	164595800	5800	*	2	Intron (ENST00000263915.8/2888, intron 2 of 13)	2	164508663	164568484	59822	2	2888	ENST00000469573.1	-21517	ENSG00000115290	GRB14	growth factor receptor bound protein 14	16_ReprPC
chr2	171574201	171590800	16600	*	1	Exon (ENST00000418090.2/ENST00000418090.2, exon 1 of 1)	2	171523079	171554607	31529	1	79901	ENST00000445146.1	51122	ENSG00000071967	CYBRD1	cytochrome b reductase 1	16_ReprPC
chr2	172953401	172955400	2000	*	1	Intron (ENST00000397081.8/11069, intron 6 of 30)	2	172965141	172967316	2176	1	11069	ENST00000473182.2	-9741	ENSG00000091428	RAPGEF4	Rap guanine nucleotide exchange factor 4	16_ReprPC
chr2	172973201	172974400	1200	*	3	Intron (ENST00000397081.8/11069, intron 10 of 30)	2	172967109	172988273	21165	1	11069	ENST00000459852.1	6092	ENSG00000091428	RAPGEF4	Rap guanine nucleotide exchange factor 4	16_ReprPC
chr2	175202801	175204600	1800	*	1	Distal Intergenic	2	175178186	175181710	3525	2	518	ENST00000497075.5	-21091	ENSG00000154518	ATP5MC3	ATP synthase membrane subunit c locus 3	16_ReprPC
chr2	176932801	176933600	800	*	1	Distal Intergenic	2	176845993	176849428	3436	2	105373757	ENST00000432925.1	-83373	ENSG00000227098	LOC105373757	uncharacterized LOC105373757	16_ReprPC
chr2	176947201	176952600	5400	*	3	Distal Intergenic	2	176845993	176849428	3436	2	105373757	ENST00000432925.1	-97773	ENSG00000227098	LOC105373757	uncharacterized LOC105373757	16_ReprPC
chr2	176962801	176964600	1800	*	1	Distal Intergenic	2	176990508	177056316	65809	2	107985965	ENST00000452002.5	91716	NA	LOC107985965	uncharacterized LOC107985965	16_ReprPC
chr2	176972801	176987000	14200	*	1	Distal Intergenic	2	176990508	177056316	65809	2	107985965	ENST00000452002.5	69316	NA	LOC107985965	uncharacterized LOC107985965	16_ReprPC
chr2	177005801	177052400	46600	*	4	Exon (ENST00000653899.1/105373760, exon 5 of 5)	2	176990508	177056316	65809	2	107985965	ENST00000452002.5	3916	NA	LOC107985965	uncharacterized LOC107985965	16_ReprPC
chr2	177352801	177361400	8600	*	1	Intron (ENST00000464747.5/4780, intron 1 of 7)	2	177338388	177342367	3980	2	100130691	ENST00000611493.1	-10434	ENSG00000213963	LOC100130691	uncharacterized LOC100130691	16_ReprPC
chr2	182543401	182545200	1800	*	1	Distal Intergenic	2	182234432	182523192	288761	2	5136	ENST00000495511.1	-20209	ENSG00000115252	PDE1A	phosphodiesterase 1A	16_ReprPC
